gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Cluster
1,0,1,0,65,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),89.75,5534.67,0,2
0,0,1,1,59,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,0,Electronic check,85.31,5321.26,0,0
0,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),37.75,799.11,0,1
0,0,0,0,34,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),28.62,1032.7,1,1
0,0,1,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),30.41,898.16,0,1
1,1,0,1,38,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,66.22,2280.67,1,2
0,0,1,0,24,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),116.28,2888.79,0,2
0,0,1,0,43,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Credit card (automatic),103.21,4266.62,0,0
0,0,0,0,58,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,65.49,4173.77,1,2
1,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,85.89,410.85,0,1
1,0,1,0,2,0,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),62.04,119.66,1,0
0,0,1,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,117.38,3922.53,0,1
0,0,0,0,0,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,56.92,2022.05,1,2
1,1,1,0,33,1,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,1,Mailed check,115.87,3699.47,1,0
0,0,0,1,64,1,No,Fiber optic,Yes,No,No,No,No,No,One year,1,Electronic check,98.94,6610.71,1,0
0,0,0,1,25,1,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,58.33,1412.91,1,2
0,1,0,0,17,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),102.69,1897.08,1,0
0,0,1,0,35,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,79.28,2641.35,1,0
1,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,1,Mailed check,86.51,414.53,0,0
1,0,0,1,43,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),33.72,1429.4,0,0
1,0,0,0,39,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),99.41,4231.91,0,0
1,0,1,0,29,0,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,52.29,1402.54,1,0
1,0,1,1,30,1,No,DSL,Yes,No,No,No,No,Yes,Two year,1,Electronic check,37.6,1126.36,0,2
0,1,1,0,57,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,100.33,5694.56,0,1
1,0,1,0,54,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),103.4,5849.82,0,2
0,0,1,1,35,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,104.92,3549.46,0,2
1,0,0,0,29,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,106.8,2991.11,0,2
0,0,0,0,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,100.95,4716.52,1,1
1,0,1,0,16,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),45.76,733.0,0,2
1,1,0,0,26,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),78.39,1923.89,1,2
0,0,1,0,62,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,62.5,3949.48,1,0
0,0,0,0,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),59.95,714.8,1,1
0,0,1,0,25,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,82.83,2062.77,1,0
1,0,1,1,42,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,92.99,3794.34,1,2
1,0,1,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,85.55,2022.05,0,0
0,0,0,0,23,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,54.9,1197.93,0,2
1,0,1,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,111.0,2220.04,0,1
0,0,0,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,42.17,2979.71,0,1
1,0,0,0,7,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,23.41,176.97,0,2
0,0,0,0,29,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,25.51,732.62,1,0
0,0,1,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,22.35,398.29,1,0
1,0,0,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),113.86,1242.67,0,1
0,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),45.49,2235.45,0,1
1,0,1,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),81.19,5020.89,0,1
1,0,0,1,25,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),91.91,2151.86,0,0
1,0,0,1,8,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,0,Electronic check,111.46,861.08,0,0
0,0,1,1,52,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),83.5,4338.56,0,2
0,0,0,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,35.66,2681.73,0,1
0,0,1,0,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,52.46,400.92,0,1
1,0,0,0,25,0,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),22.17,561.23,1,0
1,0,1,1,32,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,41.86,1291.53,1,0
0,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,40.55,1239.29,0,1
1,1,1,1,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,45.83,2440.94,0,1
1,0,0,0,39,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,107.98,4179.36,1,2
1,0,0,0,3,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),77.8,231.97,1,0
0,0,0,1,27,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,87.91,2393.52,0,0
0,0,0,0,53,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,82.38,4584.57,0,2
0,0,0,1,67,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,23.8,1599.79,1,2
1,0,1,0,48,0,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,0,Mailed check,70.2,3171.9,0,2
1,1,1,1,5,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.08,434.35,0,2
0,0,0,1,32,1,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),104.41,3641.25,0,2
0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,109.5,448.45,1,1
0,0,0,0,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,40.46,749.6,1,1
1,0,1,0,2,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,37.08,74.13,0,2
0,0,0,0,1,1,No,DSL,No,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),65.86,63.55,0,2
0,0,0,1,64,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,59.83,3482.43,0,0
0,0,1,1,34,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Mailed check,94.54,3439.21,1,0
1,0,0,0,50,1,No,DSL,No,No,No,Yes,Yes,No,One year,1,Credit card (automatic),54.96,2578.69,0,2
0,1,1,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),116.53,7602.33,0,1
1,0,0,0,34,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),82.61,2944.59,0,2
0,0,1,0,71,1,No,DSL,No,No,Yes,No,Yes,No,One year,1,Electronic check,40.95,2946.63,0,2
1,0,1,1,43,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,56.14,2444.29,1,0
0,0,1,0,28,1,Yes,DSL,No,No,No,No,No,Yes,Two year,0,Electronic check,84.95,2231.01,0,2
0,0,0,0,35,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),79.63,3014.27,0,2
1,0,1,1,41,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),91.91,3445.49,1,1
0,1,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.74,346.73,0,0
0,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,94.17,1045.91,0,1
0,0,0,1,21,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,59.38,1123.14,1,2
0,1,1,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,33.18,1736.24,1,1
1,0,1,0,44,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,29.69,1266.04,0,1
1,0,1,0,53,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,114.87,5638.05,1,0
1,0,0,0,1,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,1,Mailed check,23.3,22.51,0,0
1,0,0,0,71,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,86.47,6494.27,0,0
1,1,0,1,56,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,114.98,6048.67,1,0
1,0,1,0,33,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Mailed check,60.98,1823.69,0,2
1,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),91.03,4202.11,1,1
1,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),65.17,4236.63,0,1
0,0,1,0,52,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,112.11,5372.21,1,0
0,0,0,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,60.49,3636.03,0,1
1,0,0,0,32,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),34.1,1043.19,0,0
1,0,1,1,68,1,No,DSL,No,No,Yes,No,Yes,No,One year,0,Mailed check,54.28,3731.77,0,2
1,1,0,0,0,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,110.81,2022.05,0,0
0,0,1,0,34,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,77.45,2461.65,0,2
1,0,0,0,24,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),45.76,1193.28,0,2
1,1,1,1,3,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,64.69,205.72,0,0
1,0,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),74.1,5482.69,1,1
1,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.78,1442.32,0,1
0,0,1,1,9,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,0,Electronic check,93.29,848.41,0,0
1,0,0,0,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),29.56,539.27,1,1
0,0,0,1,39,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),112.88,4462.86,1,2
0,1,1,0,66,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,73.42,4835.7,1,0
0,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),22.92,317.75,0,1
1,0,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),77.61,1912.48,0,0
0,0,0,0,34,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,1,Electronic check,49.72,1730.08,0,0
1,0,0,0,6,1,Yes,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),111.44,622.76,0,2
1,0,1,0,53,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,0,Bank transfer (automatic),59.31,3121.36,1,2
1,0,1,0,41,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,0,Electronic check,55.84,2193.11,0,2
1,0,0,0,37,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),109.2,4363.09,0,0
1,0,1,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),65.26,4250.3,0,0
1,0,0,0,56,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,95.83,5125.15,0,0
1,0,0,0,28,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,1,Mailed check,75.07,2280.3,0,0
1,0,0,1,65,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),76.5,5033.9,0,2
0,0,1,0,72,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),19.86,1408.12,1,0
1,0,1,0,5,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Mailed check,43.5,203.67,0,0
0,1,1,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,63.83,61.61,0,1
1,0,1,0,38,1,No,DSL,Yes,No,No,No,Yes,No,Two year,0,Electronic check,44.67,1541.81,0,2
0,0,0,0,5,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,70.08,346.05,0,2
0,0,0,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,110.58,1351.96,0,1
1,0,1,0,17,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,86.84,1419.14,1,0
0,0,1,0,69,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),114.24,8457.52,0,2
1,0,1,0,21,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.96,1543.51,1,2
0,1,1,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,64.04,816.16,0,1
1,0,0,1,72,1,Yes,Fiber optic,No,No,No,No,No,No,One year,0,Credit card (automatic),90.74,7016.36,1,0
0,0,1,0,9,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,111.43,987.47,1,2
0,0,0,1,26,1,No,DSL,No,No,No,No,No,No,Two year,1,Mailed check,29.43,837.21,0,2
1,0,0,1,13,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),109.66,1399.7,0,2
0,0,0,1,8,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),48.64,413.58,1,0
1,1,1,0,8,0,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,114.87,1002.15,1,0
1,0,0,0,56,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.58,5281.25,1,2
0,0,0,0,34,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.12,2579.32,0,2
0,0,1,0,25,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),20.96,552.24,0,0
0,0,1,0,40,1,Yes,DSL,No,No,No,No,Yes,No,Two year,0,Credit card (automatic),53.49,2280.74,0,2
1,0,0,0,66,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,54.78,3870.46,1,2
1,0,1,0,29,0,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,41.18,1256.54,0,0
1,1,1,0,28,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),91.8,2481.79,1,0
1,0,1,0,67,1,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),112.43,7989.52,0,2
0,1,1,0,13,0,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,69.41,914.17,1,0
1,0,1,0,51,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,113.46,5435.03,1,2
1,1,0,0,38,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Bank transfer (automatic),70.96,2534.79,0,0
0,1,0,1,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,73.78,1393.49,1,0
0,0,0,0,70,1,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,0,Credit card (automatic),31.29,2044.33,0,0
0,0,1,1,5,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,68.34,328.09,1,0
1,1,1,0,54,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),107.26,6066.03,1,2
0,0,1,0,39,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),81.06,3431.92,0,2
0,0,0,0,69,0,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Electronic check,83.65,5476.4,0,0
1,0,1,0,24,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),43.99,1073.53,1,2
1,0,0,0,3,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,50.09,137.77,1,2
1,0,1,0,33,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,26.76,892.36,0,2
1,0,0,0,21,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,108.06,2406.52,0,1
0,0,0,0,55,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Bank transfer (automatic),100.6,5687.99,0,0
1,0,1,1,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),116.69,5311.78,0,1
0,0,0,0,55,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,82.57,4709.22,0,0
0,1,1,0,26,0,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),105.52,2660.01,0,0
1,0,0,0,34,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,1,Electronic check,61.44,2135.57,0,0
1,0,0,1,15,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),45.91,628.01,1,0
1,0,1,0,19,0,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,0,Credit card (automatic),20.03,364.0,0,0
1,0,0,1,14,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,33.98,443.62,1,0
0,1,1,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,70.78,5308.54,0,1
1,0,1,0,23,1,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Mailed check,111.62,2369.57,0,2
1,0,1,0,61,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),35.05,2226.18,0,2
0,0,1,0,43,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),18.64,781.62,1,0
0,1,1,0,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),101.45,1302.7,0,1
0,0,0,1,72,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Electronic check,106.27,7927.87,0,2
1,0,0,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),27.08,1441.08,1,1
0,0,0,0,21,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),99.5,2037.56,0,1
0,0,0,0,31,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Mailed check,89.19,2568.68,0,0
0,0,0,0,24,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,61.83,1516.55,0,2
1,0,1,1,48,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),94.01,4914.11,0,0
0,0,1,0,22,1,No,DSL,No,Yes,No,No,No,Yes,Two year,0,Mailed check,28.15,581.15,0,2
1,0,0,0,36,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,109.67,3932.27,1,2
0,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,63.56,115.77,0,1
0,0,1,0,59,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Mailed check,18.9,1054.73,0,0
0,0,1,1,58,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,114.72,6757.28,1,0
